Tabela,Row,Alpha,B,t,Iteracoes,Success,Objective
9,23,0.5300000000000002,1060.6391529569871,0.35066882722055986,12,True,-979946528.9695607
9,24,0.5400000000000003,1080.7437553902203,0.3488182320760815,42,True,-1005086235.4005727
9,25,0.5500000000000003,1100.8506787192625,0.3470021556554228,12,True,-1031361920.494448
9,26,0.5600000000000003,1120.6183244912918,0.34507938338046745,40,True,-1058831877.5483702
9,27,0.5700000000000003,1140.3629818919167,0.34318736174468323,13,True,-1087558311.8345256
9,28,0.5800000000000003,1159.9311153027709,0.34126625372387653,15,True,-1117607647.267221
9,29,0.5900000000000003,1179.4878840776169,0.33938206855520614,165,True,-1149050850.963008
9,30,0.6000000000000003,1198.8371399946614,0.3374625945299292,21,True,-1181963791.0010796
10,0,0.3,584.1214707497116,0.3898208390282369,13,True,-655840818.1389922
10,1,0.31,604.8499852527835,0.38821899472003113,23,True,-665346143.9333258
10,2,0.32,625.5926274029946,0.3865881850876951,18,True,-675333736.1090058
10,3,0.33,646.3641610689427,0.38495092713359685,18,True,-685816433.8259919
10,4,0.34,667.1691415765282,0.38331566323264477,13,True,-696808295.3470159
10,5,0.35000000000000003,687.975255335978,0.3816549018835455,10,True,-708324619.9417576
10,6,0.36000000000000004,708.8500430962728,0.3800352076282297,12,True,-720381978.5339268
10,7,0.37000000000000005,729.7075127134984,0.37838072521434996,10,True,-732998249.5863563
10,8,0.38000000000000006,750.5610534564549,0.3767095916269457,11,True,-746192665.4157385
10,9,0.39000000000000007,771.4548108556926,0.37506098236602675,20,True,-759985863.9926635
10,10,0.4000000000000001,792.3399785383612,0.37339830398974727,10,True,-774399947.6211932
10,11,0.4100000000000001,813.1913886695926,0.37170783556920606,38,True,-789458551.2122861
10,12,0.4200000000000001,834.0372344773024,0.37001475032849274,48,True,-805186916.6054363
10,13,0.4300000000000001,854.8563112932272,0.3683078862046532,12,True,-821611975.9539939
10,14,0.4400000000000001,875.618695820333,0.36657237800421855,10,True,-838762443.2857413
10,15,0.4500000000000001,896.404156240798,0.36486232605633073,145,True,-856668915.9022353
